1475551852.142195,0
1475551852.160506,0
1475551852.179196,0
1475551852.194167,0
1475551852.208780,0
1475551852.221183,0
1475551852.235861,0
1475551852.258979,0
1475551852.271286,0
1475551852.283695,0
1475551852.296275,0
1475551852.309162,0
1475551852.330319,0
1475551852.347203,0
1475551852.364192,0
1475551852.380821,0
1475551852.394775,0
1475551852.413357,0
1475551852.431253,0
1475551852.448746,0
1475551852.465632,0
1475551852.480679,0
1475551852.493465,0
1475551852.512228,0
1475551852.530678,0
1475551852.546849,0
1475551852.564114,0
1475551852.580854,0
1475551852.597317,0
1475551852.615317,0
1475551852.632231,0
1475551852.648095,0
1475551852.663430,0
1475551852.679251,0
1475551852.693905,0
1475551852.710704,0
1475551852.726865,0
1475551852.743037,0
1475551852.758464,0
1475551852.770784,0
1475551852.786798,0
1475551852.799078,0
1475551852.812705,0
1475551852.825122,0
1475551852.839311,0
1475551852.853437,0
1475551852.867429,0
1475551852.881556,0
1475551852.894883,0
1475551852.908770,0
1475551852.920860,0
1475551852.933218,0
1475551852.947212,0
1475551852.962448,0
1475551852.981052,0
1475551852.997946,0
1475551853.012819,0
1475551853.029819,0
1475551853.046250,0
1475551853.064631,0
1475551853.081923,0
1475551853.096429,0
1475551853.118312,0
1475551853.132906,0
1475551853.145706,0
1475551853.162338,0
1475551853.179191,0
1475551853.195614,0
1475551853.212519,0
1475551853.229245,0
1475551853.246455,0
1475551853.263305,0
1475551853.281418,0
1475551853.297657,0
1475551853.312832,0
1475551853.325169,0
1475551853.345312,0
1475551853.363098,0
1475551853.381934,0
1475551853.397129,0
1475551853.412854,0
1475551853.425152,0
1475551853.437400,0
1475551853.454284,0
1475551853.470484,0
1475551853.487010,0
1475551853.503964,0
1475551853.521035,0
1475551853.538415,0
1475551853.557880,0
1475551853.575499,0
1475551853.588157,0
1475551853.601612,0
1475551853.617334,0
1475551853.632382,0
1475551853.645512,0
1475551853.657965,0
1475551853.676968,0
1475551853.692237,0
1475551853.704363,0
1475551853.716449,0
1475551853.731327,0
1475551853.745052,0
1475551853.764042,0
1475551853.782212,0
1475551853.799025,0
1475551853.815663,0
1475551853.830108,0
1475551853.843398,0
1475551853.863361,0
1475551853.881375,0
1475551853.898614,0
1475551853.913899,0
1475551853.926244,0
1475551853.945247,0
1475551853.961709,0
1475551853.975450,0
1475551853.990297,0
1475551854.003496,0
1475551854.019610,0
1475551854.033795,0
1475551854.049078,0
